"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1014","3.0038968782487546E-1","5.6888627126826168E-20","8.9526625415475944E-25","1.5102137114193441E-13","1.7542499285352959E+0","-1.3009008691976144E-23","3.3696119606172399E+0","6.5009502445377922E+0","2.8816461865936677E+1","1.3735640126632100E+0","1.215058560962404E-2"
"1013","2.9971624993978219E-1","5.6848621159668060E-20","3.6270845693353334E-25","1.6888969232920976E-13","1.7581953408818807E+0","-4.2629921179518265E-24","3.3689655158564502E+0","6.5012444839729060E+0","2.8817766127489598E+1","1.3781359969561999E+0","1.215058560962404E-2"
"1012","2.9898246962118119E-1","5.6803198872611210E-20","1.8394838415814135E-24","1.4658279494211500E-13","1.7625044951008937E+0","-7.8100480149055011E-23","3.3682580643555098E+0","6.5015665495533117E+0","2.8819193732711451E+1","1.3831743793286899E+0","1.215058560962404E-2"
"1011","2.9824961084425200E-1","5.7016945045022118E-20","-6.7179596333486543E-25","1.9014199550014189E-13","1.7668189353528145E+0","1.4147415160066253E-23","3.3675482924090101E+0","6.5018897229458990E+0","2.8820626248481190E+1","1.3882661575380000E+0","1.215058560962404E-2"
"1010","2.9751767780932398E-1","5.6997113026818341E-20","-4.2301118779248387E-25","1.6009529837457953E-13","1.7711386593157723E+0","1.4611175647111959E-23","3.3668362164827301E+0","6.5022139871529392E+0","2.8822063599453767E+1","1.3934117856272801E+0","1.215058560962404E-2"
"1009","2.9678667467286618E-1","5.7035770317287432E-20","2.7332267982082689E-24","1.7974868813405299E-13","1.7754636647657969E+0","-1.9398970131384752E-23","3.3661218531132602E+0","6.5025393247465733E+0","2.8823505708377514E+1","1.3986117108305800E+0","1.215058560962404E-2"
"1008","2.9605660554551261E-1","5.7153654040034429E-20","-4.5463249334825493E-25","2.1956957359233663E-13","1.7797939495893844E+0","-1.1778974875727392E-23","3.3654052189052899E+0","6.5028657178610896E+0","2.8824952496059925E+1","1.4038663832213500E+0","1.215058560962404E-2"
"1007","2.9532747449006624E-1","5.7276620234616915E-20","-7.9965149260969398E-25","1.5640484123453226E-13","1.7841295117965024E+0","9.2697408061490860E-23","3.3646863305284600E+0","6.5031931481855541E+0","2.8826403881334965E+1","1.4091762555329801E+0","1.215058560962404E-2"
"1006","2.9459928551939341E-1","5.7194716980277298E-20","-1.5180003119513725E-24","1.8862448187092271E-13","1.7884703495343011E+0","4.9653914244177392E-23","3.3639652047144799E+0","6.5035215969543057E+0","2.8827859781020955E+1","1.4145417953367001E+0","1.215058560962404E-2"
"1005","2.9387204259441713E-1","5.7050636349629096E-20","9.2502447116300286E-25","1.8473568570852737E-13","1.7928164611005921E+0","-2.7566605655207054E-23","3.3632418582539101E+0","6.5038510449399158E+0","2.8829320109889355E+1","1.4199634469798399E+0","1.215058560962404E-2"
"1004","2.9314574962197243E-1","5.7156471960349925E-20","-4.3768854568944834E-24","1.5464475093565800E-13","1.7971678449583190E+0","8.8735533600059387E-23","3.3625163079927600E+0","6.5041814724438165E+0","2.8830784780623237E+1","1.4254416730997399E+0","1.215058560962404E-2"
"1003","2.9242041045272371E-1","5.7244250564831884E-20","1.6213325808138658E-24","2.0390385964058791E-13","1.8015244997497788E+0","-8.4885343155123773E-24","3.3617885708295900E+0","6.5045128592882593E+0","2.8832253703781635E+1","1.4309769362644600E+0","1.215058560962404E-2"
"1002","2.9169602887900747E-1","5.7265076829546098E-20","-9.5716086500924865E-25","1.4613447375452506E-13","1.8058864243116914E+0","8.7251049341550519E-24","3.3610586637117201E+0","6.5048451848076159E+0","2.8833726787760959E+1","1.4365696954083100E+0","1.215058560962404E-2"
"1001","2.9097260863270330E-1","5.7367498135601404E-20","-3.4126652376151203E-25","8.1963906893584263E-14","1.8102536176902562E+0","4.7185720174546263E-24","3.3603266036317900E+0","6.5051784278392324E+0","2.8835203938754496E+1","1.4422204176957401E+0","1.215058560962404E-2"
"1000","2.9025015338297666E-1","5.7405075886049942E-20","9.1648694742442198E-25","9.5066490151388195E-14","1.8146260791571427E+0","1.3657036093273356E-23","3.3595924076243202E+0","6.5055125667140192E+0","2.8836685060710675E+1","1.4479295684476401E+0","1.215058560962404E-2"
"999","2.8952866673418592E-1","5.7452864087836476E-20","-1.6614593022199282E-24","9.6263871343729544E-14","1.8190038082249227E+0","5.6050219899430641E-23","3.3588560927617399E+0","6.5058475792483952E+0","2.8838170055297361E+1","1.4536976053588699E+0","1.215058560962404E-2"
"998","2.8880815222358502E-1","5.7459011619734914E-20","5.7823343248660317E-26","7.5179475310410444E-14","1.8233868046637773E+0","-2.7777706101476472E-23","3.3581176761509002E+0","6.5061834427339358E+0","2.8839658821855970E+1","1.4595250235931101E+0","1.215058560962404E-2"
"997","2.8808861331914432E-1","5.7463844178648943E-20","2.0044406962002652E-25","1.1490824118753281E-13","1.8277750685179277E+0","-8.1924789378863430E-23","3.3573771749289398E+0","6.5065201339287571E+0","2.8841151257363272E+1","1.4654122635274800E+0","1.215058560962404E-2"
"996","2.8737005341725569E-1","5.7421041172688345E-20","-4.6750278470884120E-24","9.4456646585637998E-14","1.8321686001229112E+0","7.9910336030571722E-23","3.3566346062594201E+0","6.5068576290470928E+0","2.8842647256385206E+1","1.4713598278565001E+0","1.215058560962404E-2"
"995","2.8665247584049097E-1","5.7494834316254978E-20","-5.3944472929084018E-25","9.0309132368077816E-14","1.8365674001228611E+0","2.7490267049229920E-23","3.3558899873282400E+0","6.5071959037502172E+0","2.8844146711036625E+1","1.4773681659425000E+0","1.215058560962404E-2"
"994","2.8593588383533031E-1","5.7409033715010447E-20","-1.8541343371335333E-24","1.1739973108735640E-13","1.8409714694882331E+0","-1.4517475436731983E-23","3.3551433353394402E+0","6.5075349331362267E+0","2.8845649510936006E+1","1.4834377625552300E+0","1.215058560962404E-2"
"993","2.8522028056984267E-1","5.7352602330119844E-20","-8.1956840449234426E-25","1.0709199323205009E-13","1.8453808095340898E+0","-8.9593533463968770E-24","3.3543946675109799E+0","6.5078746917298824E+0","2.8847155543160437E+1","1.4895690856414601E+0","1.215058560962404E-2"
