"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1068","5.0384309487543399E-1","2.9471111103805015E-20","9.4836250279216788E-25","-7.4936842895610075E-14","9.8020008871973463E-1","3.6356049190390065E-26","3.1721946186540801E+0","5.8868504772336880E+0","2.6094370193066553E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1067","5.0356343338117537E-1","2.9487634965960800E-20","1.8290859218476823E-24","-7.0378146631076435E-14","9.8121714724033104E-1","8.2893698786215694E-25","3.1719653635778098E+0","5.8886556862674713E+0","2.6102372059766854E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1066","5.0307304404102338E-1","2.9378151219072378E-20","8.0446780159227722E-25","-5.3907865460936204E-14","9.8300041063692412E-1","3.9095977431706851E-25","3.1715645812148701E+0","5.8917882051833450E+0","2.6116257431672206E+1","1.0000000000230100E+0","1.215058560962404E-2"
"1065","5.0258142552272012E-1","2.9313353324581193E-20","-1.6988099128521418E-25","-9.3023781035653331E-14","9.8478797539355156E-1","-1.5130499707632046E-25","3.1711643017565598E+0","5.8948872678010575E+0","2.6129994503390066E+1","1.0000000000170699E+0","1.215058560962404E-2"
"1064","5.0208860107282127E-1","2.9304892051050114E-20","1.8028500817731531E-24","-8.3887370822252166E-14","9.8657979593090739E-1","1.4508838360458833E-24","3.1707644976245999E+0","5.8979533277710949E+0","2.6143585285795993E+1","1.0000000000034499E+0","1.215058560962404E-2"
"1063","5.0159459347140634E-1","2.9276804896892479E-20","-1.9245969254577378E-24","-1.1029740730013985E-13","9.8837582772521348E-1","-6.2023079645502877E-25","3.1703651417436700E+0","5.9009868317168213E+0","2.6157031758616736E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1062","5.0109942504283633E-1","2.9246646175584133E-20","-6.1233480463926634E-25","-1.0085744712757290E-13","9.9017602728214971E-1","-1.0512654319884717E-25","3.1699662075313899E+0","5.9039882193384248E+0","2.6170335870891016E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1061","5.0060311766622323E-1","2.9304822507808891E-20","-4.0347434015283931E-25","-6.2163831304074358E-14","9.9198035211167701E-1","7.3092387885366968E-25","3.1695676688884999E+0","5.9069579235152911E+0","2.6183499541423284E+1","1.0000000000048599E+0","1.215058560962404E-2"
"1060","5.0010569278567207E-1","2.9265687481787304E-20","5.6142368000557319E-25","-1.0079541332707656E-13","9.9378876070342348E-1","1.0254257191108340E-25","3.1691695001891200E+0","5.9098963704086973E+0","2.6196524659238957E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1059","4.9960717142027194E-1","2.9224848903195308E-20","1.4720630603845763E-24","-8.7397114894646308E-14","9.9560121250270872E-1","1.8839983272374728E-24","3.1687716762713900E+0","5.9128039795631810E+0","2.6209413084033720E+1","1.0000000000029601E+0","1.215058560962404E-2"
"1058","4.9910757417386098E-1","2.9255161147454767E-20","-6.8638164517536222E-25","-1.0978315481427810E-13","9.9741766788724207E-1","-7.4122528022907049E-25","3.1683741724280599E+0","5.9156811640079194E+0","2.6222166646622938E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1057","4.9860692124455402E-1","2.9218644385585230E-20","-1.1916839284389495E-24","-6.3423222548485720E-14","9.9923808814437454E-1","-6.0967074822514534E-25","3.1679769643974400E+0","5.9185283303570335E+0","2.6234787149386225E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1056","4.9810523243402882E-1","2.9164976228010277E-20","3.0307748071323887E-25","-8.0191286682282394E-14","1.0010624354490576E+0","9.6163733084571063E-25","3.1675800283544300E+0","5.9213458789090030E+0","2.6247276366708181E+1","1.0000000000015701E+0","1.215058560962404E-2"
"1055","4.9760252715662734E-1","2.9161324254608620E-20","1.8277638535632551E-25","-7.3299564369820369E-14","1.0028906728422096E+0","7.7920505490737094E-26","3.1671833409017198E+0","5.9241342037456182E+0","2.6259636045416947E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1054","4.9709882444820086E-1","2.9180686435008658E-20","-7.0420666722660849E-25","-5.5873002609741790E-14","1.0047227642098038E+0","-1.1189705685740558E-24","3.1667868790612901E+0","5.9268936928297711E+0","2.6271867905217718E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1053","4.9659414297475135E-1","2.9163705586209776E-20","1.2773130577267271E-24","-7.4172267928893286E-14","1.0065586742624897E+0","-1.9341861749472306E-25","3.1663906202658598E+0","5.9296247281022252E+0","2.6283973639121669E+1","1.0000000000119000E+0","1.215058560962404E-2"
"1052","4.9608850104088575E-1","2.9200606773393933E-20","1.2373729416952028E-24","-8.1930428422945524E-14","1.0083983685156492E+0","7.6708956282093594E-25","3.1659945423507199E+0","5.9323276855776355E+0","2.6295954913871597E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1051","4.9558191659802869E-1","2.9198276412552784E-20","-4.9846145367164772E-25","-6.3464636403353277E-14","1.0102418132701394E+0","-1.6164486008160126E-24","3.1655986235456299E+0","5.9350029354391740E+0","2.6307813370361348E+1","1.0000000000000000E+0","1.215058560962404E-2"
"1050","4.9507440725247476E-1","2.9221235027985781E-20","-1.0638787219802309E-24","-3.5425356882226383E-14","1.0120889755933731E+0","-1.5014491529284175E-25","3.1652028424668801E+0","5.9376508421328893E+0","2.6319550624054084E+1","1.0000000000041100E+0","1.215058560962404E-2"
"1049","4.9456599027321058E-1","2.9287190917966788E-20","-1.4984991948622059E-24","-3.1856530905956953E-14","1.0139398233010830E+0","-1.4554898373303994E-24","3.1648071781095299E+0","5.9402717644598493E+0","2.6331168265390733E+1","1.0000000000241600E+0","1.215058560962404E-2"
