1348,1.06653308827235,1.75386695615722e-25,-5.27526452881724e-33,-4.10353104423738e-15,0.308634750652502,-2.26956414752879e-31,3.18266698040046,1.34332970692134,5.95451554261678,1.000213614141,0.012150585609624
1347,1.06644831732919,-2.04530533055598e-25,2.10588049708287e-33,-6.01823086432259e-15,0.309114721556987,1.45463922941093e-31,3.18266671327717,1.34314840400217,5.95371188954149,1.00149702571256,0.012150585609624
1346,1.06636371504888,1.88083349482632e-25,-1.27906906825156e-32,-2.47276254785255e-15,0.309594870984392,-4.8790089096381e-32,3.18266603950389,1.34297552095954,5.95294555886399,1.0027864110157,0.012150585609624
1345,1.06627928453395,3.88328121301865e-26,-4.3481282570947e-33,7.27102663492169e-16,0.310075190022447,-2.83932887484729e-32,3.18266495099379,1.34281118947584,5.95221713428676,1.00408202031384,0.012150585609624
1344,1.06619502899,-1.98291186163746e-26,3.93855994398731e-33,-3.40846828307755e-15,0.310555669399541,3.20035492833228e-32,3.18266343943413,1.34265554525942,5.95152721735795,1.00538411070823,0.012150585609624
1343,1.06611095173008,1.74297093532808e-25,-1.44280220700966e-32,-4.52220132406385e-15,0.311036299467107,1.73913107915315e-31,3.18266149627868,1.34250872818514,5.95087642809436,1.0066929471778,0.012150585609624
1342,1.06602705617925,-1.18826482668279e-25,9.50538747942679e-33,4.09642658405926e-16,0.311517070181036,1.24352893694993e-31,3.18265911273982,1.34237088244241,5.95026540563773,1.00800880325199,0.012150585609624
1341,1.0659433458794,-4.10904896857047e-26,-6.7511579303601e-34,7.40213973104038e-16,0.31199797108214,5.27322578080253e-31,3.18265627978038,1.34224215668575,5.94969480892212,1.00933196121191,0.012150585609624
1340,1.06585982449421,1.70045435271455e-25,2.17158475382208e-33,-3.21480756299745e-15,0.312478991275533,-4.92326195200482e-31,3.18265298810512,1.34212270419405,5.94916531737974,1.01066271214987,0.012150585609624
1339,1.0657764958145,-9.1479167321369e-26,1.29893756764275e-32,4.89998336990669e-15,0.312960119408809,1.17710554215424e-31,3.18264922815197,1.34201268303409,5.94867763166596,1.01200135678186,0.012150585609624
1331,1.0651989385953,2.25621749505692e-25,-1.25399239420226e-33,1.49174324761806e-15,0.316329977765689,-1.72011105158439e-31,3.18260893313994,1.34152097651297,5.94649806688202,1.0216202956251,0.012150585609624
1330,1.06511730522353,-1.86635978500819e-25,4.4144926273803e-33,8.29546529166639e-15,0.316811497634757,-1.32534777391149e-31,3.18260104758697,1.3414927298581,5.94637285923969,1.02303416929795,0.012150585609624
1329,1.0650359053949,-7.06761719099002e-26,-2.3954238574736e-33,6.28409789768715e-15,0.317292998442197,-2.3476322244626e-31,3.18259259409687,1.34147558269652,5.94629685180862,1.02445913181272,0.012150585609624
1324,1.06471275287976,5.77073838117343e-26,-2.89892766902963e-33,5.55904131819874e-16,0.319218450391297,6.09403748646724e-33,3.18255283935329,1.34152242272975,5.94650447746034,1.03027844797862,0.012150585609624
1323,1.0646326061797,1.71898180930634e-26,9.99945877533693e-33,4.73096627917847e-15,0.31969957800022,1.10737033896191e-32,3.18254134662867,1.34156416237353,5.94668949485135,1.03176542103859,0.012150585609624
1322,1.0645527287525,-1.28011766369242e-25,9.49646621198801e-33,2.59532426178466e-15,0.320180569224054,4.62348729449604e-32,3.18252920328274,1.34161840990212,5.94692995536559,1.03326621937843,0.012150585609624
1318,1.06431478130141,1.46586787197626e-25,-6.97511017534289e-33,6.45685376390136e-15,0.321622490525614,7.23803681714795e-32,3.18248871444041,1.34185886589227,5.94799581352632,1.03785679889489,0.012150585609624
1317,1.06423605153852,9.18372567213181e-26,1.75779164054943e-33,4.62279896136451e-15,0.322102696510502,-6.94586115756374e-32,3.18247381116078,1.34196585518494,5.94847006002202,1.03941822602103,0.012150585609624
1313,1.06400173144291,-2.17166280270201e-26,-9.90894717969155e-34,-1.04463434486416e-15,0.32354162504672,-1.67981172569194e-31,3.18242463925431,1.34237151475328,5.95026820845291,1.04420450363299,0.012150585609624
1312,1.06392427640006,-1.12234032083177e-25,4.84581676952752e-33,-6.51476042798937e-16,0.324020603755914,-2.10385343789011e-31,3.18240670035846,1.34253602634228,5.95099743137459,1.04583604867173,0.012150585609624
1309,1.06377039896533,1.7853681039308e-25,1.00418191836368e-32,-9.34503898782541e-15,0.324977367319535,-3.30501277564376e-31,3.18236838472286,1.34291100760472,5.95265959349601,1.04915738184009,0.012150585609624
1308,1.0636939962851,-3.01183162338976e-26,2.73302436566182e-37,-7.49993856161208e-15,0.325455080547843,2.75762775629812e-31,3.18234796747792,1.34312218930442,5.95359568886165,1.05084861237788,0.012150585609624
1305,1.06354231533735,1.34385598518658e-25,-2.47864004130418e-33,-2.73886994258401e-15,0.326408977330004,-1.53630758105507e-31,3.1823045083575,1.34359380163429,5.9556861830522,1.05429600816375,0.012150585609624
1304,1.06346705930319,-8.52525835961292e-26,-7.51065768739584e-33,-5.03615652654626e-15,0.326885078052903,4.14438988643705e-32,3.18228142231282,1.34385501494168,5.95684405121422,1.05605378060881,0.012150585609624
1301,1.06331777516406,7.76147079666938e-26,6.6682313956844e-34,-3.18042134967441e-15,0.327835361341999,2.21853649611942e-32,3.18223242204633,1.34443030590473,5.95939411689309,1.05964171604917,0.012150585609624
1298,1.06317021274895,-2.51001779348986e-26,-8.14715885834933e-33,-2.1266937868556e-15,0.328782763443138,1.43143409297835e-31,3.18217948964003,1.34507896633747,5.96226940403125,1.06333219455438,0.012150585609624
1294,1.06295233778864,4.43951138989401e-26,2.91038708591121e-33,1.22476153652421e-15,0.330197526814416,-8.91258464974955e-32,3.18209227164854,1.34619756144549,5.96722774889796,1.06907716408414,0.012150585609624
